Crew_ID,Aircraft_ID,Pilot_Name,Qualification_Level,Total_Flight_Hours,Current_Status
8267,439,Pilot_8267,Basic,3832,On Leave
8268,342,Pilot_8268,Basic,3712,On Leave
8269,463,Pilot_8269,Basic,4285,Available
8270,488,Pilot_8270,Intermediate,4547,Available
8271,395,Pilot_8271,Basic,2116,Available
8272,192,Pilot_8272,Basic,523,In Training
8273,297,Pilot_8273,Intermediate,1925,On Leave
8274,310,Pilot_8274,Intermediate,3969,On Leave
8275,292,Pilot_8275,Advanced,705,On Leave
8276,99,Pilot_8276,Basic,3093,Available
8277,134,Pilot_8277,Intermediate,4096,On Leave
8278,398,Pilot_8278,Advanced,3830,On Leave
8279,30,Pilot_8279,Basic,2662,On Leave
8280,44,Pilot_8280,Basic,3214,In Training
8281,360,Pilot_8281,Intermediate,3509,Available
8282,152,Pilot_8282,Advanced,4308,In Training
8283,73,Pilot_8283,Advanced,1041,In Training
8284,350,Pilot_8284,Basic,2701,In Training
8285,232,Pilot_8285,Intermediate,2568,On Leave
8286,370,Pilot_8286,Basic,1220,In Training
8287,375,Pilot_8287,Intermediate,750,In Training
8288,393,Pilot_8288,Basic,2106,Available
8289,191,Pilot_8289,Basic,2487,In Training
8290,271,Pilot_8290,Intermediate,3088,In Training
8291,493,Pilot_8291,Intermediate,3292,On Leave
8292,75,Pilot_8292,Intermediate,1322,Available
8293,56,Pilot_8293,Basic,2287,Available
8294,302,Pilot_8294,Basic,3419,In Training
8295,49,Pilot_8295,Basic,4749,Available
8296,40,Pilot_8296,Advanced,944,On Leave
8297,287,Pilot_8297,Intermediate,3692,Available
8298,439,Pilot_8298,Basic,1530,On Leave
8299,36,Pilot_8299,Basic,4374,In Training
8300,143,Pilot_8300,Intermediate,2456,In Training
8301,276,Pilot_8301,Intermediate,1054,In Training
8302,467,Pilot_8302,Advanced,1410,In Training
8303,125,Pilot_8303,Intermediate,2363,On Leave
8304,451,Pilot_8304,Intermediate,3122,On Leave
8305,152,Pilot_8305,Basic,4582,On Leave
8306,182,Pilot_8306,Intermediate,3230,In Training
8307,144,Pilot_8307,Advanced,3143,In Training
8308,475,Pilot_8308,Intermediate,1817,On Leave
8309,128,Pilot_8309,Basic,707,Available
8310,398,Pilot_8310,Advanced,4571,Available
8311,117,Pilot_8311,Intermediate,1270,In Training
8312,417,Pilot_8312,Basic,1265,Available
8313,455,Pilot_8313,Basic,3552,On Leave
8314,497,Pilot_8314,Basic,3563,Available
8315,297,Pilot_8315,Advanced,784,Available
8316,447,Pilot_8316,Intermediate,1809,On Leave
8317,71,Pilot_8317,Intermediate,950,On Leave
8318,463,Pilot_8318,Intermediate,1000,On Leave
8319,329,Pilot_8319,Basic,2489,In Training
8320,492,Pilot_8320,Intermediate,2222,Available
8321,458,Pilot_8321,Intermediate,4194,On Leave
8322,130,Pilot_8322,Advanced,2363,On Leave
8323,34,Pilot_8323,Intermediate,1827,Available
8324,323,Pilot_8324,Basic,1674,In Training
8325,324,Pilot_8325,Intermediate,1066,On Leave
8326,416,Pilot_8326,Intermediate,3762,Available
8327,78,Pilot_8327,Advanced,2575,On Leave
8328,491,Pilot_8328,Intermediate,3082,In Training
8329,405,Pilot_8329,Intermediate,2949,In Training
8330,368,Pilot_8330,Intermediate,2997,In Training
8331,326,Pilot_8331,Intermediate,1413,In Training
8332,321,Pilot_8332,Advanced,714,In Training
8333,297,Pilot_8333,Intermediate,669,Available
8334,123,Pilot_8334,Intermediate,699,Available
8335,99,Pilot_8335,Intermediate,4983,Available
8336,151,Pilot_8336,Basic,3782,On Leave
8337,270,Pilot_8337,Intermediate,2629,On Leave
8338,156,Pilot_8338,Basic,3007,Available
8339,445,Pilot_8339,Basic,2311,Available
8340,446,Pilot_8340,Basic,4164,In Training
8341,80,Pilot_8341,Intermediate,1357,On Leave
8342,329,Pilot_8342,Advanced,2655,Available
8343,194,Pilot_8343,Advanced,1470,Available
8344,421,Pilot_8344,Intermediate,3590,Available
8345,301,Pilot_8345,Advanced,2467,On Leave
8346,366,Pilot_8346,Intermediate,3085,In Training
8347,343,Pilot_8347,Intermediate,1813,On Leave
8348,343,Pilot_8348,Advanced,1077,On Leave
8349,275,Pilot_8349,Advanced,3902,In Training
8350,23,Pilot_8350,Intermediate,3167,On Leave
8351,150,Pilot_8351,Intermediate,2945,In Training
8352,388,Pilot_8352,Intermediate,4421,On Leave
8353,427,Pilot_8353,Intermediate,3946,Available
8354,165,Pilot_8354,Intermediate,710,On Leave
8355,456,Pilot_8355,Intermediate,3132,On Leave
8356,87,Pilot_8356,Advanced,940,Available
8357,138,Pilot_8357,Advanced,855,In Training
8358,175,Pilot_8358,Basic,731,In Training
8359,467,Pilot_8359,Basic,3411,On Leave
8360,172,Pilot_8360,Advanced,2807,In Training
8361,30,Pilot_8361,Intermediate,4666,On Leave
8362,482,Pilot_8362,Intermediate,1266,In Training
8363,237,Pilot_8363,Intermediate,3849,On Leave
8364,477,Pilot_8364,Advanced,1055,In Training
8365,343,Pilot_8365,Advanced,1992,Available
8366,348,Pilot_8366,Intermediate,1674,On Leave
8367,196,Pilot_8367,Advanced,2928,On Leave
8368,430,Pilot_8368,Advanced,3066,In Training
8369,21,Pilot_8369,Intermediate,1750,Available
8370,33,Pilot_8370,Basic,549,Available
8371,438,Pilot_8371,Basic,2243,On Leave
8372,20,Pilot_8372,Basic,858,Available
8373,269,Pilot_8373,Intermediate,4452,In Training
8374,328,Pilot_8374,Intermediate,3674,Available
8375,369,Pilot_8375,Intermediate,4773,In Training
8376,14,Pilot_8376,Basic,2307,On Leave
8377,496,Pilot_8377,Basic,2923,Available
8378,36,Pilot_8378,Intermediate,1775,In Training
8379,195,Pilot_8379,Intermediate,4921,On Leave
8380,198,Pilot_8380,Intermediate,3098,On Leave
8381,89,Pilot_8381,Basic,3255,On Leave
8382,255,Pilot_8382,Intermediate,3248,Available
8383,41,Pilot_8383,Basic,677,On Leave
8384,152,Pilot_8384,Basic,4491,Available
8385,90,Pilot_8385,Basic,678,Available
8386,95,Pilot_8386,Intermediate,3529,In Training
8387,263,Pilot_8387,Intermediate,2542,On Leave
8388,149,Pilot_8388,Intermediate,1053,On Leave
8389,353,Pilot_8389,Basic,4086,Available
8390,390,Pilot_8390,Intermediate,3247,On Leave
8391,263,Pilot_8391,Intermediate,622,On Leave
8392,238,Pilot_8392,Advanced,4402,On Leave
8393,340,Pilot_8393,Advanced,4907,Available
8394,26,Pilot_8394,Basic,4345,On Leave
8395,1,Pilot_8395,Advanced,4093,Available
8396,72,Pilot_8396,Advanced,3924,Available
8397,306,Pilot_8397,Intermediate,3821,Available
8398,186,Pilot_8398,Advanced,4390,In Training
8399,454,Pilot_8399,Intermediate,4857,In Training
8400,477,Pilot_8400,Intermediate,4130,In Training
8401,389,Pilot_8401,Advanced,3511,In Training
8402,383,Pilot_8402,Intermediate,3318,Available
8403,382,Pilot_8403,Basic,1066,On Leave
8404,24,Pilot_8404,Advanced,1543,In Training
8405,19,Pilot_8405,Intermediate,1739,Available
8406,200,Pilot_8406,Basic,1917,Available
8407,242,Pilot_8407,Intermediate,3946,In Training
8408,310,Pilot_8408,Basic,1218,Available
8409,335,Pilot_8409,Intermediate,1219,Available
8410,353,Pilot_8410,Advanced,4015,On Leave
8411,480,Pilot_8411,Intermediate,2363,On Leave
8412,53,Pilot_8412,Intermediate,2005,Available
8413,93,Pilot_8413,Intermediate,4819,Available
8414,302,Pilot_8414,Basic,4785,Available
8415,228,Pilot_8415,Intermediate,4592,On Leave
8416,143,Pilot_8416,Intermediate,3128,On Leave
8417,327,Pilot_8417,Basic,3552,On Leave
8418,351,Pilot_8418,Intermediate,3224,On Leave
8419,487,Pilot_8419,Intermediate,2949,Available
8420,130,Pilot_8420,Basic,2251,In Training
8421,406,Pilot_8421,Advanced,2882,Available
8422,402,Pilot_8422,Intermediate,1640,In Training
8423,155,Pilot_8423,Intermediate,1964,On Leave
8424,469,Pilot_8424,Basic,4980,In Training
8425,137,Pilot_8425,Intermediate,3604,In Training
8426,3,Pilot_8426,Advanced,1622,On Leave
8427,123,Pilot_8427,Intermediate,3150,In Training
8428,330,Pilot_8428,Intermediate,2971,Available
8429,6,Pilot_8429,Intermediate,3446,In Training
8430,58,Pilot_8430,Basic,3084,In Training
8431,262,Pilot_8431,Advanced,1172,In Training
8432,163,Pilot_8432,Basic,3938,On Leave
8433,288,Pilot_8433,Intermediate,3823,On Leave
8434,291,Pilot_8434,Intermediate,2653,Available
8435,100,Pilot_8435,Advanced,1464,Available
8436,484,Pilot_8436,Intermediate,3240,Available
8437,422,Pilot_8437,Intermediate,822,Available
8438,474,Pilot_8438,Intermediate,1235,In Training
8439,233,Pilot_8439,Intermediate,3034,In Training
8440,39,Pilot_8440,Intermediate,2171,On Leave
8441,477,Pilot_8441,Basic,3732,Available
8442,121,Pilot_8442,Advanced,2263,In Training
8443,7,Pilot_8443,Advanced,764,Available
8444,366,Pilot_8444,Intermediate,3800,In Training
8445,352,Pilot_8445,Intermediate,4545,On Leave
8446,176,Pilot_8446,Basic,3100,On Leave
8447,88,Pilot_8447,Intermediate,4170,In Training
8448,427,Pilot_8448,Advanced,978,Available
8449,477,Pilot_8449,Advanced,1744,In Training
8450,386,Pilot_8450,Intermediate,3438,In Training
8451,431,Pilot_8451,Intermediate,3970,Available
8452,410,Pilot_8452,Basic,2487,On Leave
8453,254,Pilot_8453,Basic,4697,Available
8454,215,Pilot_8454,Intermediate,767,Available
8455,373,Pilot_8455,Intermediate,2399,In Training
8456,60,Pilot_8456,Basic,2420,Available
8457,283,Pilot_8457,Advanced,4022,Available
8458,259,Pilot_8458,Basic,3396,In Training
8459,100,Pilot_8459,Intermediate,2857,Available
8460,263,Pilot_8460,Intermediate,3000,On Leave
8461,90,Pilot_8461,Basic,569,In Training
8462,449,Pilot_8462,Intermediate,2717,Available
8463,331,Pilot_8463,Intermediate,3714,In Training
8464,49,Pilot_8464,Intermediate,2137,Available
8465,478,Pilot_8465,Intermediate,3493,On Leave
8466,305,Pilot_8466,Intermediate,2153,In Training
8467,146,Pilot_8467,Intermediate,2218,Available
8468,457,Pilot_8468,Basic,4420,Available
8469,175,Pilot_8469,Intermediate,2323,Available
8470,475,Pilot_8470,Advanced,4004,Available
8471,203,Pilot_8471,Intermediate,4979,On Leave
8472,233,Pilot_8472,Intermediate,2144,In Training
8473,403,Pilot_8473,Intermediate,2396,Available
8474,369,Pilot_8474,Basic,2970,In Training
8475,443,Pilot_8475,Basic,2287,In Training
8476,62,Pilot_8476,Intermediate,2185,Available
8477,323,Pilot_8477,Intermediate,1923,On Leave
8478,360,Pilot_8478,Basic,4038,On Leave
8479,214,Pilot_8479,Intermediate,2719,On Leave
8480,125,Pilot_8480,Intermediate,854,On Leave
8481,12,Pilot_8481,Basic,3423,On Leave
8482,314,Pilot_8482,Intermediate,3114,Available
8483,135,Pilot_8483,Intermediate,607,On Leave
8484,180,Pilot_8484,Intermediate,4159,In Training
8485,314,Pilot_8485,Intermediate,3575,Available
8486,3,Pilot_8486,Basic,3286,On Leave
8487,320,Pilot_8487,Intermediate,974,On Leave
8488,156,Pilot_8488,Basic,3145,Available
8489,296,Pilot_8489,Intermediate,2294,Available
8490,340,Pilot_8490,Intermediate,706,In Training
8491,67,Pilot_8491,Basic,4311,Available
8492,426,Pilot_8492,Intermediate,1195,Available
8493,133,Pilot_8493,Intermediate,1532,On Leave
8494,250,Pilot_8494,Intermediate,4603,On Leave
8495,240,Pilot_8495,Intermediate,3731,On Leave
8496,80,Pilot_8496,Intermediate,1408,Available
8497,372,Pilot_8497,Intermediate,2804,In Training
8498,175,Pilot_8498,Basic,1555,In Training
8499,123,Pilot_8499,Intermediate,3121,In Training
8500,19,Pilot_8500,Basic,2884,Available
8501,127,Pilot_8501,Intermediate,2638,Available
8502,158,Pilot_8502,Basic,4780,On Leave
8503,150,Pilot_8503,Basic,766,On Leave
8504,392,Pilot_8504,Intermediate,4339,On Leave
8505,100,Pilot_8505,Basic,1451,On Leave
8506,213,Pilot_8506,Intermediate,2424,Available
8507,441,Pilot_8507,Intermediate,4872,On Leave
8508,431,Pilot_8508,Basic,2299,On Leave
8509,146,Pilot_8509,Basic,1283,Available
8510,88,Pilot_8510,Basic,2079,In Training
8511,143,Pilot_8511,Intermediate,3715,In Training
8512,354,Pilot_8512,Advanced,1168,In Training
8513,381,Pilot_8513,Basic,3077,In Training
8514,377,Pilot_8514,Basic,1060,In Training
8515,256,Pilot_8515,Basic,2211,In Training
8516,89,Pilot_8516,Basic,1303,In Training
8517,14,Pilot_8517,Basic,3923,In Training
8518,192,Pilot_8518,Advanced,2430,Available
8519,188,Pilot_8519,Intermediate,772,Available
8520,213,Pilot_8520,Basic,2921,Available
8521,356,Pilot_8521,Basic,1469,On Leave
8522,314,Pilot_8522,Advanced,1852,On Leave
8523,15,Pilot_8523,Advanced,4231,Available
8524,36,Pilot_8524,Basic,3294,In Training
8525,440,Pilot_8525,Advanced,4044,On Leave
8526,38,Pilot_8526,Advanced,3574,Available
8527,210,Pilot_8527,Basic,2247,In Training
8528,373,Pilot_8528,Basic,4083,On Leave
8529,42,Pilot_8529,Intermediate,1500,On Leave
8530,58,Pilot_8530,Intermediate,725,On Leave
8531,57,Pilot_8531,Intermediate,4881,On Leave
8532,410,Pilot_8532,Intermediate,4072,Available
8533,475,Pilot_8533,Intermediate,2679,On Leave
8534,396,Pilot_8534,Intermediate,4216,In Training
8535,249,Pilot_8535,Advanced,4282,In Training
8536,484,Pilot_8536,Intermediate,1223,On Leave
8537,214,Pilot_8537,Basic,1232,Available
8538,9,Pilot_8538,Advanced,1156,In Training
8539,160,Pilot_8539,Intermediate,3994,Available
8540,494,Pilot_8540,Intermediate,3209,Available
8541,88,Pilot_8541,Basic,3621,In Training
8542,261,Pilot_8542,Basic,535,In Training
8543,312,Pilot_8543,Advanced,3366,On Leave
8544,489,Pilot_8544,Intermediate,4173,Available
8545,20,Pilot_8545,Intermediate,4099,On Leave
8546,222,Pilot_8546,Intermediate,1420,In Training
8547,456,Pilot_8547,Basic,2859,On Leave
8548,120,Pilot_8548,Basic,2589,Available
8549,394,Pilot_8549,Intermediate,848,Available
8550,181,Pilot_8550,Intermediate,1337,In Training
8551,430,Pilot_8551,Intermediate,3487,In Training
8552,274,Pilot_8552,Intermediate,1712,On Leave
8553,479,Pilot_8553,Intermediate,584,Available
8554,337,Pilot_8554,Basic,2418,Available
8555,354,Pilot_8555,Basic,3698,On Leave
8556,115,Pilot_8556,Intermediate,3070,Available
8557,33,Pilot_8557,Basic,4076,In Training
8558,58,Pilot_8558,Intermediate,4937,In Training
8559,256,Pilot_8559,Intermediate,4204,In Training
8560,186,Pilot_8560,Intermediate,2711,Available
8561,336,Pilot_8561,Advanced,1396,Available
8562,401,Pilot_8562,Advanced,4959,On Leave
8563,166,Pilot_8563,Basic,2670,On Leave
8564,91,Pilot_8564,Advanced,1348,Available
8565,293,Pilot_8565,Basic,3357,In Training
8566,253,Pilot_8566,Basic,1901,Available
8567,222,Pilot_8567,Basic,4666,On Leave
8568,171,Pilot_8568,Advanced,1497,On Leave
8569,485,Pilot_8569,Advanced,4116,In Training
8570,167,Pilot_8570,Intermediate,577,In Training
8571,54,Pilot_8571,Basic,4998,Available
8572,348,Pilot_8572,Advanced,632,On Leave
8573,301,Pilot_8573,Basic,2433,On Leave
8574,67,Pilot_8574,Basic,4429,In Training
8575,325,Pilot_8575,Intermediate,913,Available
8576,71,Pilot_8576,Intermediate,3100,Available
8577,255,Pilot_8577,Intermediate,3014,On Leave
8578,185,Pilot_8578,Intermediate,1023,Available
8579,244,Pilot_8579,Intermediate,3711,In Training
8580,271,Pilot_8580,Intermediate,3644,In Training
8581,360,Pilot_8581,Intermediate,1247,Available
8582,263,Pilot_8582,Intermediate,4031,Available
8583,370,Pilot_8583,Intermediate,1360,Available
8584,271,Pilot_8584,Intermediate,4055,In Training
8585,201,Pilot_8585,Basic,2275,In Training
8586,265,Pilot_8586,Basic,1989,In Training
8587,204,Pilot_8587,Intermediate,1201,In Training
8588,119,Pilot_8588,Intermediate,3294,On Leave
8589,271,Pilot_8589,Intermediate,1637,In Training
8590,332,Pilot_8590,Intermediate,1654,On Leave
8591,437,Pilot_8591,Basic,4552,In Training
8592,4,Pilot_8592,Advanced,3257,In Training
8593,317,Pilot_8593,Intermediate,1236,In Training
8594,340,Pilot_8594,Basic,962,In Training
8595,73,Pilot_8595,Basic,3068,On Leave
8596,274,Pilot_8596,Intermediate,3153,In Training
8597,1,Pilot_8597,Advanced,4936,On Leave
8598,376,Pilot_8598,Intermediate,3445,On Leave
8599,381,Pilot_8599,Advanced,4620,On Leave
8600,416,Pilot_8600,Advanced,3290,Available
8601,135,Pilot_8601,Basic,4515,In Training
8602,404,Pilot_8602,Advanced,4941,On Leave
8603,227,Pilot_8603,Basic,4836,Available
8604,362,Pilot_8604,Intermediate,3202,Available
8605,233,Pilot_8605,Basic,4359,In Training
8606,144,Pilot_8606,Intermediate,791,Available
8607,33,Pilot_8607,Basic,3004,Available
8608,195,Pilot_8608,Intermediate,1014,On Leave
8609,279,Pilot_8609,Basic,3059,In Training
8610,478,Pilot_8610,Intermediate,4580,In Training
8611,112,Pilot_8611,Basic,956,Available
8612,102,Pilot_8612,Basic,4115,In Training
8613,449,Pilot_8613,Intermediate,2374,On Leave
8614,188,Pilot_8614,Basic,2155,Available
8615,325,Pilot_8615,Intermediate,3177,Available
8616,375,Pilot_8616,Intermediate,2423,Available
8617,287,Pilot_8617,Intermediate,2930,In Training
8618,226,Pilot_8618,Intermediate,1989,In Training
8619,269,Pilot_8619,Intermediate,3607,Available
8620,302,Pilot_8620,Basic,4230,Available
8621,253,Pilot_8621,Intermediate,2242,Available
8622,370,Pilot_8622,Intermediate,3327,Available
8623,50,Pilot_8623,Basic,1966,On Leave
8624,186,Pilot_8624,Intermediate,1405,On Leave
8625,451,Pilot_8625,Intermediate,2060,On Leave
8626,18,Pilot_8626,Advanced,4968,Available
8627,489,Pilot_8627,Intermediate,4036,In Training
8628,161,Pilot_8628,Advanced,3138,In Training
8629,83,Pilot_8629,Advanced,2047,On Leave
8630,314,Pilot_8630,Basic,1885,Available
8631,356,Pilot_8631,Intermediate,4495,In Training
8632,306,Pilot_8632,Basic,3006,Available
8633,98,Pilot_8633,Intermediate,4050,Available
8634,457,Pilot_8634,Intermediate,3441,In Training
8635,397,Pilot_8635,Intermediate,1111,On Leave
8636,123,Pilot_8636,Intermediate,4799,In Training
8637,282,Pilot_8637,Basic,899,Available
8638,74,Pilot_8638,Intermediate,4777,On Leave
8639,315,Pilot_8639,Advanced,1218,On Leave
8640,376,Pilot_8640,Basic,4596,In Training
8641,364,Pilot_8641,Intermediate,4605,Available
8642,402,Pilot_8642,Advanced,4140,On Leave
8643,288,Pilot_8643,Advanced,510,In Training
8644,183,Pilot_8644,Advanced,4506,Available
8645,210,Pilot_8645,Intermediate,4406,In Training
8646,101,Pilot_8646,Advanced,2135,In Training
8647,480,Pilot_8647,Advanced,2268,In Training
8648,370,Pilot_8648,Intermediate,4224,On Leave
8649,282,Pilot_8649,Advanced,779,On Leave
8650,46,Pilot_8650,Intermediate,4407,On Leave
8651,85,Pilot_8651,Intermediate,2381,Available
8652,64,Pilot_8652,Basic,3207,Available
8653,287,Pilot_8653,Basic,2883,Available
8654,207,Pilot_8654,Advanced,3457,In Training
8655,117,Pilot_8655,Intermediate,1243,On Leave
8656,396,Pilot_8656,Intermediate,3913,In Training
8657,233,Pilot_8657,Basic,1831,Available
8658,144,Pilot_8658,Intermediate,1234,Available
8659,90,Pilot_8659,Intermediate,805,Available
8660,113,Pilot_8660,Intermediate,2599,Available
8661,242,Pilot_8661,Intermediate,3448,In Training
8662,299,Pilot_8662,Intermediate,975,In Training
8663,388,Pilot_8663,Advanced,1632,Available
8664,82,Pilot_8664,Intermediate,1783,In Training
8665,484,Pilot_8665,Basic,3529,Available
8666,312,Pilot_8666,Basic,3253,In Training
8667,189,Pilot_8667,Advanced,4428,Available
8668,179,Pilot_8668,Advanced,2138,Available
8669,260,Pilot_8669,Basic,775,On Leave
8670,20,Pilot_8670,Advanced,2132,In Training
8671,344,Pilot_8671,Advanced,2218,In Training
8672,415,Pilot_8672,Intermediate,2576,Available
8673,13,Pilot_8673,Basic,2157,Available
8674,56,Pilot_8674,Basic,4762,In Training
8675,93,Pilot_8675,Intermediate,3868,On Leave
8676,333,Pilot_8676,Intermediate,3531,Available
8677,316,Pilot_8677,Basic,3860,In Training
8678,333,Pilot_8678,Intermediate,921,Available
8679,447,Pilot_8679,Intermediate,2909,Available
8680,487,Pilot_8680,Intermediate,1729,Available
8681,406,Pilot_8681,Basic,4868,Available
8682,354,Pilot_8682,Basic,905,Available
8683,419,Pilot_8683,Basic,2694,On Leave
8684,55,Pilot_8684,Intermediate,1517,On Leave
8685,31,Pilot_8685,Basic,2650,On Leave
8686,321,Pilot_8686,Basic,2635,On Leave
8687,169,Pilot_8687,Intermediate,2895,In Training
8688,295,Pilot_8688,Advanced,1993,In Training
8689,72,Pilot_8689,Intermediate,1999,In Training
8690,436,Pilot_8690,Intermediate,4566,On Leave
8691,126,Pilot_8691,Intermediate,2423,On Leave
8692,186,Pilot_8692,Basic,4714,Available
8693,234,Pilot_8693,Basic,2258,In Training
8694,136,Pilot_8694,Basic,3617,Available
8695,167,Pilot_8695,Basic,1536,On Leave
8696,90,Pilot_8696,Intermediate,3084,In Training
8697,453,Pilot_8697,Intermediate,3977,Available
8698,403,Pilot_8698,Basic,2366,On Leave
8699,301,Pilot_8699,Intermediate,1775,In Training
8700,113,Pilot_8700,Intermediate,596,In Training
8701,443,Pilot_8701,Advanced,1735,Available
8702,456,Pilot_8702,Intermediate,535,Available
8703,302,Pilot_8703,Advanced,1853,Available
8704,275,Pilot_8704,Intermediate,3638,In Training
8705,309,Pilot_8705,Basic,4317,On Leave
8706,61,Pilot_8706,Intermediate,3033,Available
8707,330,Pilot_8707,Advanced,3254,In Training
8708,251,Pilot_8708,Intermediate,2785,On Leave
8709,404,Pilot_8709,Intermediate,4594,On Leave
8710,402,Pilot_8710,Intermediate,3775,In Training
8711,140,Pilot_8711,Intermediate,2524,Available
8712,438,Pilot_8712,Basic,4934,Available
8713,450,Pilot_8713,Intermediate,2782,Available
8714,83,Pilot_8714,Basic,1650,Available
8715,276,Pilot_8715,Intermediate,3087,Available
8716,471,Pilot_8716,Basic,1861,On Leave
8717,100,Pilot_8717,Intermediate,1884,Available
8718,137,Pilot_8718,Advanced,3119,On Leave
8719,50,Pilot_8719,Basic,2431,On Leave
8720,499,Pilot_8720,Intermediate,4826,On Leave
8721,357,Pilot_8721,Basic,1041,On Leave
8722,118,Pilot_8722,Intermediate,2107,On Leave
8723,363,Pilot_8723,Basic,518,On Leave
8724,477,Pilot_8724,Advanced,1416,On Leave
8725,356,Pilot_8725,Advanced,1214,Available
8726,285,Pilot_8726,Advanced,3580,Available
8727,42,Pilot_8727,Intermediate,1423,Available
8728,343,Pilot_8728,Intermediate,4019,In Training
8729,89,Pilot_8729,Intermediate,1222,In Training
8730,349,Pilot_8730,Basic,2640,In Training
8731,346,Pilot_8731,Basic,3243,In Training
8732,473,Pilot_8732,Advanced,3724,On Leave
8733,456,Pilot_8733,Intermediate,4078,In Training
8734,66,Pilot_8734,Basic,2797,On Leave
8735,364,Pilot_8735,Basic,3636,Available
8736,162,Pilot_8736,Basic,2339,In Training
8737,336,Pilot_8737,Intermediate,4884,On Leave
8738,268,Pilot_8738,Intermediate,988,In Training
8739,428,Pilot_8739,Basic,2854,In Training
8740,359,Pilot_8740,Intermediate,3099,Available
8741,364,Pilot_8741,Basic,1811,In Training
8742,187,Pilot_8742,Basic,3910,Available
8743,349,Pilot_8743,Intermediate,4284,In Training
8744,63,Pilot_8744,Intermediate,4658,On Leave
8745,490,Pilot_8745,Advanced,1319,On Leave
8746,110,Pilot_8746,Intermediate,2717,On Leave
8747,456,Pilot_8747,Basic,2824,In Training
8748,498,Pilot_8748,Basic,4950,On Leave
8749,180,Pilot_8749,Advanced,1640,Available
8750,145,Pilot_8750,Basic,1726,On Leave
8751,443,Pilot_8751,Basic,2940,On Leave
8752,500,Pilot_8752,Intermediate,4870,In Training
8753,95,Pilot_8753,Intermediate,2813,Available
8754,186,Pilot_8754,Intermediate,1439,Available
8755,218,Pilot_8755,Intermediate,2586,On Leave
8756,160,Pilot_8756,Intermediate,4702,In Training
8757,99,Pilot_8757,Intermediate,1484,In Training
8758,161,Pilot_8758,Intermediate,3263,In Training
8759,287,Pilot_8759,Advanced,4665,In Training
8760,400,Pilot_8760,Basic,1417,Available
8761,402,Pilot_8761,Intermediate,2286,In Training
8762,17,Pilot_8762,Basic,4250,On Leave
8763,465,Pilot_8763,Intermediate,4517,In Training
8764,72,Pilot_8764,Intermediate,3003,On Leave
8765,296,Pilot_8765,Advanced,4376,In Training
8766,394,Pilot_8766,Intermediate,4581,On Leave
8767,229,Pilot_8767,Intermediate,938,In Training
8768,495,Pilot_8768,Basic,909,On Leave
8769,428,Pilot_8769,Intermediate,3164,On Leave
8770,94,Pilot_8770,Advanced,899,In Training
8771,18,Pilot_8771,Intermediate,1078,In Training
8772,37,Pilot_8772,Intermediate,3521,On Leave
8773,390,Pilot_8773,Intermediate,2999,Available
8774,336,Pilot_8774,Advanced,1683,In Training
8775,261,Pilot_8775,Intermediate,1888,On Leave
8776,258,Pilot_8776,Basic,3591,Available
8777,342,Pilot_8777,Basic,1423,Available
8778,22,Pilot_8778,Basic,546,On Leave
8779,291,Pilot_8779,Intermediate,4826,In Training
8780,166,Pilot_8780,Basic,1608,Available
8781,61,Pilot_8781,Basic,3300,Available
8782,72,Pilot_8782,Advanced,1245,In Training
8783,498,Pilot_8783,Intermediate,2748,On Leave
8784,465,Pilot_8784,Intermediate,4256,In Training
8785,176,Pilot_8785,Basic,957,On Leave
8786,390,Pilot_8786,Intermediate,4409,In Training
8787,62,Pilot_8787,Basic,2806,In Training
8788,382,Pilot_8788,Intermediate,2793,In Training
8789,190,Pilot_8789,Basic,1386,Available
8790,137,Pilot_8790,Advanced,2989,Available
8791,140,Pilot_8791,Intermediate,522,On Leave
8792,335,Pilot_8792,Basic,1786,Available
8793,279,Pilot_8793,Intermediate,1741,Available
8794,255,Pilot_8794,Intermediate,2668,Available
8795,175,Pilot_8795,Advanced,2700,In Training
8796,139,Pilot_8796,Intermediate,806,On Leave
8797,457,Pilot_8797,Basic,4478,In Training
8798,227,Pilot_8798,Basic,3413,Available
8799,182,Pilot_8799,Advanced,2763,Available
8800,264,Pilot_8800,Intermediate,4868,On Leave
8801,195,Pilot_8801,Intermediate,4005,On Leave
8802,387,Pilot_8802,Intermediate,1499,On Leave
8803,435,Pilot_8803,Intermediate,744,Available
8804,213,Pilot_8804,Basic,4127,In Training
8805,52,Pilot_8805,Intermediate,1114,On Leave
8806,16,Pilot_8806,Intermediate,4476,Available
8807,389,Pilot_8807,Intermediate,1645,In Training
8808,315,Pilot_8808,Intermediate,3153,In Training
8809,22,Pilot_8809,Basic,2483,Available
8810,340,Pilot_8810,Intermediate,1828,On Leave
8811,400,Pilot_8811,Intermediate,805,Available
8812,360,Pilot_8812,Intermediate,3182,In Training
8813,171,Pilot_8813,Intermediate,2937,Available
8814,377,Pilot_8814,Basic,1530,In Training
8815,487,Pilot_8815,Intermediate,4836,Available
8816,242,Pilot_8816,Intermediate,1854,On Leave
8817,122,Pilot_8817,Advanced,4350,In Training
8818,152,Pilot_8818,Basic,512,Available
8819,102,Pilot_8819,Basic,611,Available
8820,445,Pilot_8820,Advanced,3990,On Leave
8821,162,Pilot_8821,Basic,2876,Available
8822,6,Pilot_8822,Basic,3141,On Leave
