Record_ID,Aircraft_ID,Date,Status,Reason
41891,23,2024-01-30,Mission Capable,Fully Operational
41892,436,2024-05-12,Partially Mission Capable,Crew Shortage
41893,318,2024-05-10,Partially Mission Capable,Crew Shortage
41894,346,2024-10-12,Partially Mission Capable,Under Maintenance
41895,452,2024-04-02,Mission Capable,Crew Shortage
41896,420,2024-05-19,Non-Mission Capable,Awaiting Parts
41897,209,2024-07-18,Mission Capable,Under Maintenance
41898,106,2024-06-17,Mission Capable,Crew Shortage
41899,439,2024-05-21,Non-Mission Capable,Fully Operational
41900,339,2024-01-03,Mission Capable,Crew Shortage
41901,155,2024-04-28,Partially Mission Capable,Fully Operational
41902,39,2024-05-03,Mission Capable,Under Maintenance
41903,161,2024-01-27,Non-Mission Capable,Crew Shortage
41904,43,2024-07-19,Mission Capable,Crew Shortage
41905,20,2024-09-30,Mission Capable,Fully Operational
41906,176,2024-03-04,Non-Mission Capable,Crew Shortage
41907,410,2024-10-23,Non-Mission Capable,Awaiting Parts
41908,209,2024-06-20,Non-Mission Capable,Awaiting Parts
41909,26,2024-04-16,Mission Capable,Fully Operational
41910,385,2024-02-21,Partially Mission Capable,Crew Shortage
41911,475,2024-03-05,Non-Mission Capable,Crew Shortage
41912,366,2024-08-28,Partially Mission Capable,Crew Shortage
41913,453,2024-07-16,Non-Mission Capable,Crew Shortage
41914,231,2024-10-09,Partially Mission Capable,Fully Operational
41915,309,2024-04-12,Mission Capable,Crew Shortage
41916,483,2024-04-16,Mission Capable,Awaiting Parts
41917,378,2024-11-26,Mission Capable,Fully Operational
41918,495,2024-04-11,Non-Mission Capable,Fully Operational
41919,362,2024-10-04,Mission Capable,Fully Operational
41920,384,2024-08-17,Mission Capable,Crew Shortage
41921,89,2024-05-10,Non-Mission Capable,Under Maintenance
41922,359,2024-07-11,Mission Capable,Under Maintenance
41923,222,2024-08-28,Partially Mission Capable,Fully Operational
41924,203,2024-01-30,Mission Capable,Crew Shortage
41925,492,2024-11-18,Non-Mission Capable,Fully Operational
41926,441,2024-02-25,Mission Capable,Crew Shortage
41927,465,2024-07-15,Mission Capable,Awaiting Parts
41928,3,2024-03-18,Mission Capable,Crew Shortage
41929,197,2024-02-25,Partially Mission Capable,Under Maintenance
41930,360,2024-05-27,Mission Capable,Fully Operational
41931,282,2024-08-12,Mission Capable,Under Maintenance
41932,398,2024-07-18,Non-Mission Capable,Awaiting Parts
41933,426,2024-10-05,Non-Mission Capable,Awaiting Parts
41934,147,2024-07-21,Mission Capable,Crew Shortage
41935,500,2024-09-26,Partially Mission Capable,Under Maintenance
41936,475,2024-05-14,Mission Capable,Under Maintenance
41937,486,2024-06-04,Partially Mission Capable,Awaiting Parts
41938,193,2024-12-19,Mission Capable,Awaiting Parts
41939,18,2024-03-15,Partially Mission Capable,Fully Operational
41940,90,2024-02-15,Mission Capable,Fully Operational
41941,222,2024-01-09,Partially Mission Capable,Under Maintenance
41942,102,2024-11-13,Mission Capable,Fully Operational
41943,185,2024-11-16,Mission Capable,Under Maintenance
41944,66,2024-02-06,Mission Capable,Awaiting Parts
41945,68,2024-09-21,Non-Mission Capable,Awaiting Parts
41946,301,2024-11-19,Partially Mission Capable,Under Maintenance
41947,208,2024-06-26,Mission Capable,Crew Shortage
41948,438,2024-07-20,Mission Capable,Awaiting Parts
41949,436,2024-11-05,Partially Mission Capable,Under Maintenance
41950,458,2024-02-20,Mission Capable,Crew Shortage
41951,43,2024-07-21,Mission Capable,Fully Operational
41952,121,2024-04-07,Mission Capable,Crew Shortage
41953,129,2024-05-12,Mission Capable,Under Maintenance
41954,264,2024-05-24,Mission Capable,Fully Operational
41955,145,2024-07-17,Mission Capable,Awaiting Parts
41956,474,2024-07-11,Mission Capable,Under Maintenance
41957,492,2024-10-04,Partially Mission Capable,Awaiting Parts
41958,456,2024-09-29,Mission Capable,Awaiting Parts
41959,252,2024-05-15,Mission Capable,Crew Shortage
41960,497,2024-10-17,Partially Mission Capable,Under Maintenance
41961,126,2024-08-12,Partially Mission Capable,Crew Shortage
41962,344,2024-11-13,Non-Mission Capable,Under Maintenance
41963,482,2024-05-02,Partially Mission Capable,Crew Shortage
41964,354,2024-10-05,Mission Capable,Awaiting Parts
41965,243,2024-05-16,Mission Capable,Under Maintenance
41966,268,2024-07-25,Non-Mission Capable,Under Maintenance
41967,443,2024-06-15,Mission Capable,Under Maintenance
41968,184,2024-09-12,Partially Mission Capable,Crew Shortage
41969,222,2024-06-07,Partially Mission Capable,Crew Shortage
41970,106,2024-05-29,Partially Mission Capable,Crew Shortage
41971,369,2024-02-08,Mission Capable,Fully Operational
41972,348,2024-08-05,Non-Mission Capable,Crew Shortage
41973,488,2024-04-27,Non-Mission Capable,Awaiting Parts
41974,72,2024-08-16,Mission Capable,Crew Shortage
41975,471,2024-04-28,Mission Capable,Awaiting Parts
41976,414,2024-05-02,Non-Mission Capable,Fully Operational
41977,303,2024-02-13,Mission Capable,Awaiting Parts
41978,152,2024-11-10,Mission Capable,Awaiting Parts
41979,157,2024-10-08,Mission Capable,Fully Operational
41980,120,2024-05-30,Mission Capable,Fully Operational
41981,455,2024-10-19,Mission Capable,Fully Operational
41982,25,2024-03-10,Partially Mission Capable,Fully Operational
41983,90,2024-08-02,Partially Mission Capable,Awaiting Parts
41984,473,2024-12-26,Partially Mission Capable,Fully Operational
41985,16,2024-04-08,Mission Capable,Under Maintenance
41986,482,2024-10-17,Mission Capable,Fully Operational
41987,433,2024-09-03,Non-Mission Capable,Under Maintenance
41988,162,2024-05-08,Partially Mission Capable,Under Maintenance
41989,221,2024-11-03,Mission Capable,Awaiting Parts
41990,446,2024-05-17,Mission Capable,Awaiting Parts
41991,173,2024-08-25,Mission Capable,Crew Shortage
41992,156,2024-04-11,Partially Mission Capable,Under Maintenance
41993,8,2024-07-12,Mission Capable,Under Maintenance
41994,349,2024-04-06,Mission Capable,Under Maintenance
41995,215,2024-03-08,Mission Capable,Fully Operational
41996,99,2024-06-21,Partially Mission Capable,Crew Shortage
41997,98,2024-07-10,Partially Mission Capable,Fully Operational
41998,75,2024-10-02,Non-Mission Capable,Awaiting Parts
41999,116,2024-03-15,Partially Mission Capable,Crew Shortage
42000,251,2024-05-03,Non-Mission Capable,Under Maintenance
42001,154,2024-05-01,Mission Capable,Awaiting Parts
42002,464,2024-06-08,Mission Capable,Awaiting Parts
42003,156,2024-10-20,Non-Mission Capable,Awaiting Parts
42004,339,2024-02-17,Non-Mission Capable,Fully Operational
42005,206,2024-03-29,Partially Mission Capable,Crew Shortage
42006,40,2024-02-11,Partially Mission Capable,Fully Operational
42007,500,2024-12-25,Mission Capable,Under Maintenance
42008,2,2024-01-12,Mission Capable,Fully Operational
42009,489,2024-07-10,Mission Capable,Awaiting Parts
42010,170,2024-12-17,Mission Capable,Under Maintenance
42011,199,2024-04-12,Mission Capable,Fully Operational
42012,461,2024-06-02,Partially Mission Capable,Under Maintenance
42013,403,2024-07-29,Mission Capable,Fully Operational
42014,1,2024-09-09,Mission Capable,Awaiting Parts
42015,18,2024-08-14,Mission Capable,Under Maintenance
42016,338,2024-01-22,Mission Capable,Crew Shortage
42017,4,2024-02-09,Mission Capable,Under Maintenance
42018,465,2024-11-01,Partially Mission Capable,Under Maintenance
42019,428,2024-05-16,Mission Capable,Awaiting Parts
42020,492,2024-12-30,Mission Capable,Awaiting Parts
42021,386,2024-02-09,Partially Mission Capable,Crew Shortage
42022,43,2024-01-26,Non-Mission Capable,Awaiting Parts
42023,360,2024-03-02,Mission Capable,Under Maintenance
42024,369,2024-10-07,Mission Capable,Under Maintenance
42025,49,2024-09-09,Mission Capable,Under Maintenance
42026,438,2024-10-31,Mission Capable,Awaiting Parts
42027,57,2024-03-18,Mission Capable,Under Maintenance
42028,342,2024-02-22,Mission Capable,Crew Shortage
42029,401,2024-10-31,Mission Capable,Awaiting Parts
42030,404,2024-06-07,Mission Capable,Crew Shortage
42031,472,2024-03-06,Partially Mission Capable,Awaiting Parts
42032,286,2024-05-08,Mission Capable,Fully Operational
42033,22,2024-01-14,Partially Mission Capable,Crew Shortage
42034,101,2024-09-18,Mission Capable,Fully Operational
42035,169,2024-03-09,Mission Capable,Awaiting Parts
42036,233,2024-08-20,Partially Mission Capable,Under Maintenance
42037,420,2024-10-20,Mission Capable,Under Maintenance
42038,132,2024-06-14,Partially Mission Capable,Crew Shortage
42039,401,2024-03-09,Mission Capable,Under Maintenance
42040,160,2024-08-16,Mission Capable,Fully Operational
42041,91,2024-03-02,Partially Mission Capable,Fully Operational
42042,56,2024-04-23,Partially Mission Capable,Awaiting Parts
42043,375,2024-08-25,Mission Capable,Fully Operational
42044,469,2024-11-30,Mission Capable,Fully Operational
42045,356,2024-11-20,Mission Capable,Under Maintenance
42046,389,2024-11-25,Mission Capable,Awaiting Parts
42047,451,2024-01-12,Mission Capable,Under Maintenance
42048,320,2024-08-05,Mission Capable,Fully Operational
42049,462,2024-01-22,Partially Mission Capable,Awaiting Parts
42050,413,2024-06-08,Mission Capable,Under Maintenance
42051,211,2024-09-18,Mission Capable,Under Maintenance
42052,53,2024-05-22,Partially Mission Capable,Under Maintenance
42053,117,2024-02-03,Mission Capable,Fully Operational
42054,80,2024-09-29,Mission Capable,Fully Operational
42055,353,2024-10-02,Mission Capable,Fully Operational
42056,115,2024-03-20,Mission Capable,Under Maintenance
42057,31,2024-06-06,Mission Capable,Under Maintenance
42058,207,2024-10-09,Mission Capable,Under Maintenance
42059,348,2024-11-23,Mission Capable,Awaiting Parts
42060,373,2024-10-30,Mission Capable,Crew Shortage
42061,372,2024-07-20,Non-Mission Capable,Under Maintenance
42062,409,2024-11-06,Partially Mission Capable,Awaiting Parts
42063,160,2024-08-29,Mission Capable,Awaiting Parts
42064,72,2024-06-17,Mission Capable,Fully Operational
42065,250,2024-05-29,Partially Mission Capable,Crew Shortage
42066,242,2024-07-23,Mission Capable,Awaiting Parts
42067,133,2024-11-21,Mission Capable,Awaiting Parts
42068,187,2024-07-28,Mission Capable,Fully Operational
42069,194,2024-09-03,Mission Capable,Crew Shortage
42070,463,2024-08-03,Mission Capable,Awaiting Parts
42071,67,2024-05-15,Partially Mission Capable,Fully Operational
42072,70,2024-04-12,Non-Mission Capable,Fully Operational
42073,79,2024-05-18,Mission Capable,Under Maintenance
42074,39,2024-09-16,Non-Mission Capable,Under Maintenance
42075,243,2024-02-15,Non-Mission Capable,Crew Shortage
42076,457,2024-02-29,Non-Mission Capable,Fully Operational
42077,127,2024-04-18,Mission Capable,Fully Operational
42078,317,2024-11-24,Mission Capable,Awaiting Parts
42079,361,2024-06-12,Partially Mission Capable,Awaiting Parts
42080,458,2024-06-11,Partially Mission Capable,Crew Shortage
42081,368,2024-04-17,Mission Capable,Fully Operational
42082,232,2024-12-21,Mission Capable,Crew Shortage
42083,353,2024-09-06,Mission Capable,Fully Operational
42084,37,2024-09-12,Non-Mission Capable,Fully Operational
42085,453,2024-02-28,Partially Mission Capable,Under Maintenance
42086,369,2024-04-01,Partially Mission Capable,Under Maintenance
42087,322,2024-05-27,Mission Capable,Awaiting Parts
42088,82,2024-04-02,Mission Capable,Fully Operational
42089,87,2024-04-16,Mission Capable,Fully Operational
42090,236,2024-12-24,Mission Capable,Crew Shortage
42091,90,2024-01-07,Mission Capable,Under Maintenance
42092,313,2024-05-30,Partially Mission Capable,Awaiting Parts
42093,60,2024-01-20,Mission Capable,Awaiting Parts
42094,255,2024-02-25,Non-Mission Capable,Awaiting Parts
42095,319,2024-06-05,Mission Capable,Under Maintenance
42096,27,2024-01-08,Mission Capable,Crew Shortage
42097,256,2024-06-23,Partially Mission Capable,Under Maintenance
42098,177,2024-05-08,Partially Mission Capable,Under Maintenance
42099,418,2024-11-25,Partially Mission Capable,Under Maintenance
42100,452,2024-04-13,Mission Capable,Under Maintenance
42101,383,2024-09-20,Mission Capable,Awaiting Parts
42102,58,2024-12-29,Mission Capable,Under Maintenance
42103,438,2024-04-20,Mission Capable,Fully Operational
42104,113,2024-05-05,Mission Capable,Fully Operational
42105,378,2024-09-05,Mission Capable,Fully Operational
42106,408,2024-01-28,Partially Mission Capable,Fully Operational
42107,178,2024-05-05,Mission Capable,Crew Shortage
42108,22,2024-02-05,Mission Capable,Under Maintenance
42109,32,2024-03-11,Mission Capable,Under Maintenance
42110,360,2024-06-24,Mission Capable,Fully Operational
42111,361,2024-05-07,Partially Mission Capable,Awaiting Parts
42112,261,2024-07-25,Mission Capable,Awaiting Parts
42113,72,2024-04-10,Mission Capable,Awaiting Parts
42114,186,2024-12-25,Mission Capable,Crew Shortage
42115,192,2024-10-08,Non-Mission Capable,Crew Shortage
42116,330,2024-06-28,Partially Mission Capable,Awaiting Parts
42117,348,2024-08-22,Partially Mission Capable,Awaiting Parts
42118,70,2024-09-24,Partially Mission Capable,Under Maintenance
42119,211,2024-07-08,Partially Mission Capable,Crew Shortage
42120,44,2024-02-01,Mission Capable,Awaiting Parts
42121,408,2024-06-09,Mission Capable,Under Maintenance
42122,279,2024-04-04,Partially Mission Capable,Awaiting Parts
42123,52,2024-05-28,Partially Mission Capable,Awaiting Parts
42124,473,2024-09-16,Mission Capable,Awaiting Parts
42125,41,2024-01-04,Mission Capable,Awaiting Parts
42126,290,2024-02-04,Non-Mission Capable,Awaiting Parts
42127,482,2024-01-15,Non-Mission Capable,Fully Operational
42128,15,2024-06-03,Mission Capable,Crew Shortage
42129,498,2024-12-06,Partially Mission Capable,Under Maintenance
42130,48,2024-01-10,Mission Capable,Crew Shortage
42131,369,2024-06-04,Non-Mission Capable,Awaiting Parts
42132,61,2024-07-03,Non-Mission Capable,Under Maintenance
42133,242,2024-02-13,Mission Capable,Under Maintenance
42134,366,2024-12-30,Mission Capable,Fully Operational
42135,216,2024-02-05,Partially Mission Capable,Under Maintenance
42136,38,2024-02-26,Mission Capable,Awaiting Parts
42137,256,2024-03-24,Non-Mission Capable,Fully Operational
42138,316,2024-01-18,Mission Capable,Crew Shortage
42139,394,2024-04-06,Mission Capable,Fully Operational
42140,350,2024-04-14,Mission Capable,Awaiting Parts
42141,50,2024-12-06,Mission Capable,Under Maintenance
42142,97,2024-02-19,Mission Capable,Fully Operational
42143,394,2024-04-09,Mission Capable,Fully Operational
42144,374,2024-03-13,Mission Capable,Crew Shortage
42145,369,2024-03-16,Mission Capable,Crew Shortage
42146,264,2024-03-18,Mission Capable,Awaiting Parts
42147,193,2024-02-10,Non-Mission Capable,Crew Shortage
42148,286,2024-02-13,Partially Mission Capable,Fully Operational
42149,216,2024-08-04,Non-Mission Capable,Under Maintenance
42150,15,2024-02-27,Mission Capable,Fully Operational
42151,415,2024-06-29,Mission Capable,Fully Operational
42152,114,2024-12-20,Partially Mission Capable,Under Maintenance
42153,282,2024-07-31,Mission Capable,Crew Shortage
42154,263,2024-12-15,Mission Capable,Crew Shortage
42155,176,2024-11-18,Mission Capable,Awaiting Parts
42156,2,2024-02-02,Mission Capable,Crew Shortage
42157,287,2024-10-19,Mission Capable,Awaiting Parts
42158,197,2024-11-19,Mission Capable,Under Maintenance
42159,233,2024-11-24,Mission Capable,Awaiting Parts
42160,266,2024-09-13,Non-Mission Capable,Fully Operational
42161,363,2024-08-06,Mission Capable,Under Maintenance
42162,43,2024-03-14,Non-Mission Capable,Under Maintenance
42163,335,2024-01-09,Mission Capable,Crew Shortage
42164,257,2024-04-02,Mission Capable,Fully Operational
42165,223,2024-11-14,Mission Capable,Fully Operational
42166,430,2024-12-01,Mission Capable,Awaiting Parts
42167,10,2024-03-21,Mission Capable,Under Maintenance
42168,116,2024-02-29,Mission Capable,Crew Shortage
42169,138,2024-04-24,Mission Capable,Fully Operational
42170,439,2024-03-24,Mission Capable,Awaiting Parts
42171,323,2024-09-01,Non-Mission Capable,Under Maintenance
42172,169,2024-03-12,Mission Capable,Crew Shortage
42173,112,2024-02-24,Non-Mission Capable,Awaiting Parts
42174,495,2024-09-11,Partially Mission Capable,Awaiting Parts
42175,414,2024-02-28,Mission Capable,Under Maintenance
42176,307,2024-02-22,Partially Mission Capable,Under Maintenance
42177,266,2024-03-28,Partially Mission Capable,Crew Shortage
42178,59,2024-07-10,Mission Capable,Under Maintenance
42179,27,2024-05-02,Mission Capable,Awaiting Parts
42180,224,2024-07-26,Partially Mission Capable,Awaiting Parts
42181,159,2024-07-27,Mission Capable,Under Maintenance
42182,234,2024-12-22,Non-Mission Capable,Under Maintenance
42183,83,2024-04-11,Mission Capable,Crew Shortage
42184,75,2024-10-15,Partially Mission Capable,Awaiting Parts
42185,5,2024-09-25,Mission Capable,Crew Shortage
42186,330,2024-02-25,Non-Mission Capable,Crew Shortage
42187,67,2024-06-09,Partially Mission Capable,Awaiting Parts
42188,283,2024-11-07,Non-Mission Capable,Fully Operational
42189,14,2024-06-18,Mission Capable,Awaiting Parts
42190,295,2024-03-30,Partially Mission Capable,Fully Operational
42191,177,2024-07-10,Partially Mission Capable,Awaiting Parts
42192,446,2024-06-18,Partially Mission Capable,Awaiting Parts
42193,55,2024-09-04,Non-Mission Capable,Crew Shortage
42194,389,2024-07-28,Non-Mission Capable,Under Maintenance
42195,2,2024-04-04,Non-Mission Capable,Fully Operational
42196,398,2024-09-04,Partially Mission Capable,Crew Shortage
42197,286,2024-03-16,Partially Mission Capable,Crew Shortage
42198,451,2024-01-03,Mission Capable,Fully Operational
42199,276,2024-03-15,Mission Capable,Crew Shortage
42200,102,2024-02-16,Partially Mission Capable,Under Maintenance
42201,407,2024-08-24,Mission Capable,Under Maintenance
42202,484,2024-02-21,Mission Capable,Under Maintenance
42203,379,2024-05-11,Mission Capable,Crew Shortage
42204,32,2024-09-28,Mission Capable,Awaiting Parts
42205,321,2024-03-29,Mission Capable,Awaiting Parts
42206,407,2024-01-27,Mission Capable,Awaiting Parts
42207,461,2024-07-30,Mission Capable,Fully Operational
42208,188,2024-05-04,Partially Mission Capable,Fully Operational
42209,41,2024-02-18,Mission Capable,Crew Shortage
42210,52,2024-04-17,Mission Capable,Fully Operational
42211,274,2024-10-21,Partially Mission Capable,Under Maintenance
42212,94,2024-09-03,Non-Mission Capable,Under Maintenance
42213,238,2024-02-04,Partially Mission Capable,Under Maintenance
42214,155,2024-12-17,Mission Capable,Crew Shortage
42215,379,2024-05-08,Mission Capable,Fully Operational
42216,44,2024-12-06,Mission Capable,Under Maintenance
42217,79,2024-03-02,Partially Mission Capable,Fully Operational
42218,458,2024-09-15,Partially Mission Capable,Fully Operational
42219,109,2024-09-21,Mission Capable,Crew Shortage
42220,248,2024-01-04,Mission Capable,Crew Shortage
42221,454,2024-08-30,Mission Capable,Fully Operational
42222,254,2024-07-17,Mission Capable,Crew Shortage
42223,357,2024-09-06,Mission Capable,Awaiting Parts
42224,45,2024-10-22,Mission Capable,Crew Shortage
42225,87,2024-06-03,Mission Capable,Fully Operational
42226,297,2024-02-25,Non-Mission Capable,Under Maintenance
42227,150,2024-10-29,Mission Capable,Under Maintenance
42228,98,2024-11-09,Partially Mission Capable,Crew Shortage
42229,264,2024-06-10,Partially Mission Capable,Crew Shortage
42230,255,2024-07-12,Mission Capable,Under Maintenance
42231,36,2024-01-30,Mission Capable,Under Maintenance
42232,334,2024-05-24,Mission Capable,Fully Operational
42233,418,2024-11-30,Mission Capable,Under Maintenance
42234,397,2024-05-14,Mission Capable,Awaiting Parts
42235,437,2024-12-19,Mission Capable,Under Maintenance
42236,341,2024-12-06,Mission Capable,Crew Shortage
42237,105,2024-10-18,Mission Capable,Crew Shortage
42238,5,2024-05-20,Partially Mission Capable,Crew Shortage
42239,160,2024-03-23,Partially Mission Capable,Crew Shortage
42240,402,2024-03-12,Mission Capable,Under Maintenance
42241,91,2024-01-25,Mission Capable,Under Maintenance
42242,242,2024-03-07,Partially Mission Capable,Fully Operational
42243,376,2024-09-07,Mission Capable,Under Maintenance
42244,440,2024-01-01,Mission Capable,Fully Operational
42245,392,2024-10-02,Mission Capable,Crew Shortage
42246,444,2024-08-02,Partially Mission Capable,Awaiting Parts
42247,66,2024-05-30,Partially Mission Capable,Fully Operational
42248,425,2024-04-19,Partially Mission Capable,Crew Shortage
42249,180,2024-05-29,Mission Capable,Awaiting Parts
42250,317,2024-09-01,Mission Capable,Fully Operational
42251,393,2024-03-05,Mission Capable,Awaiting Parts
42252,81,2024-08-13,Partially Mission Capable,Crew Shortage
42253,147,2024-05-17,Mission Capable,Fully Operational
42254,361,2024-12-20,Mission Capable,Under Maintenance
42255,89,2024-08-02,Partially Mission Capable,Crew Shortage
42256,319,2024-04-20,Partially Mission Capable,Awaiting Parts
42257,91,2024-02-29,Non-Mission Capable,Crew Shortage
42258,254,2024-05-11,Mission Capable,Crew Shortage
42259,500,2024-04-22,Non-Mission Capable,Under Maintenance
42260,353,2024-09-10,Mission Capable,Fully Operational
42261,416,2024-07-04,Partially Mission Capable,Fully Operational
42262,471,2024-02-12,Non-Mission Capable,Awaiting Parts
42263,257,2024-06-17,Mission Capable,Fully Operational
42264,463,2024-05-07,Mission Capable,Awaiting Parts
42265,488,2024-06-20,Partially Mission Capable,Awaiting Parts
42266,46,2024-11-20,Partially Mission Capable,Awaiting Parts
42267,351,2024-01-04,Mission Capable,Under Maintenance
42268,166,2024-08-17,Mission Capable,Under Maintenance
42269,472,2024-10-16,Partially Mission Capable,Awaiting Parts
42270,86,2024-09-08,Mission Capable,Awaiting Parts
42271,284,2024-06-23,Mission Capable,Awaiting Parts
42272,39,2024-10-07,Mission Capable,Crew Shortage
42273,247,2024-08-28,Mission Capable,Awaiting Parts
42274,371,2024-01-28,Partially Mission Capable,Fully Operational
42275,307,2024-02-14,Mission Capable,Awaiting Parts
42276,215,2024-02-15,Mission Capable,Awaiting Parts
42277,234,2024-10-06,Partially Mission Capable,Under Maintenance
42278,160,2024-11-24,Mission Capable,Crew Shortage
42279,18,2024-07-29,Mission Capable,Fully Operational
42280,181,2024-01-02,Mission Capable,Under Maintenance
42281,245,2024-10-19,Mission Capable,Fully Operational
42282,482,2024-03-13,Partially Mission Capable,Awaiting Parts
42283,103,2024-10-18,Mission Capable,Awaiting Parts
42284,336,2024-01-10,Non-Mission Capable,Under Maintenance
42285,42,2024-06-24,Mission Capable,Fully Operational
42286,19,2024-06-19,Partially Mission Capable,Crew Shortage
42287,50,2024-05-10,Partially Mission Capable,Awaiting Parts
42288,1,2024-06-08,Partially Mission Capable,Crew Shortage
42289,139,2024-01-27,Mission Capable,Under Maintenance
42290,128,2024-07-29,Mission Capable,Fully Operational
42291,335,2024-04-21,Partially Mission Capable,Under Maintenance
42292,320,2024-12-17,Mission Capable,Under Maintenance
42293,7,2024-12-09,Partially Mission Capable,Crew Shortage
42294,497,2024-03-24,Non-Mission Capable,Crew Shortage
42295,295,2024-02-16,Partially Mission Capable,Crew Shortage
42296,413,2024-07-09,Partially Mission Capable,Crew Shortage
42297,303,2024-08-02,Partially Mission Capable,Under Maintenance
42298,92,2024-01-22,Mission Capable,Crew Shortage
42299,33,2024-04-15,Mission Capable,Awaiting Parts
42300,482,2024-07-20,Mission Capable,Crew Shortage
42301,483,2024-08-06,Partially Mission Capable,Crew Shortage
42302,345,2024-06-13,Mission Capable,Fully Operational
42303,119,2024-09-14,Partially Mission Capable,Fully Operational
42304,230,2024-03-26,Mission Capable,Crew Shortage
42305,121,2024-05-02,Partially Mission Capable,Awaiting Parts
42306,347,2024-09-26,Non-Mission Capable,Crew Shortage
42307,133,2024-06-20,Partially Mission Capable,Under Maintenance
42308,175,2024-12-05,Mission Capable,Fully Operational
42309,449,2024-12-11,Non-Mission Capable,Awaiting Parts
42310,302,2024-01-08,Mission Capable,Fully Operational
42311,276,2024-10-10,Mission Capable,Under Maintenance
42312,422,2024-03-06,Mission Capable,Awaiting Parts
42313,213,2024-02-25,Mission Capable,Awaiting Parts
42314,113,2024-06-25,Mission Capable,Fully Operational
42315,484,2024-03-19,Mission Capable,Crew Shortage
42316,251,2024-06-28,Partially Mission Capable,Awaiting Parts
42317,113,2024-02-12,Mission Capable,Crew Shortage
42318,231,2024-02-09,Mission Capable,Awaiting Parts
42319,156,2024-08-15,Partially Mission Capable,Under Maintenance
42320,427,2024-09-07,Partially Mission Capable,Crew Shortage
42321,494,2024-05-07,Mission Capable,Awaiting Parts
42322,171,2024-03-21,Mission Capable,Crew Shortage
42323,168,2024-03-27,Non-Mission Capable,Fully Operational
42324,149,2024-07-16,Partially Mission Capable,Crew Shortage
42325,168,2024-06-11,Mission Capable,Under Maintenance
42326,494,2024-01-24,Non-Mission Capable,Under Maintenance
42327,422,2024-06-16,Mission Capable,Fully Operational
42328,105,2024-01-17,Partially Mission Capable,Awaiting Parts
42329,371,2024-05-13,Mission Capable,Crew Shortage
42330,92,2024-07-04,Mission Capable,Awaiting Parts
42331,241,2024-03-24,Non-Mission Capable,Fully Operational
42332,411,2024-05-23,Mission Capable,Fully Operational
42333,380,2024-06-18,Mission Capable,Awaiting Parts
42334,111,2024-04-07,Partially Mission Capable,Under Maintenance
42335,213,2024-07-05,Mission Capable,Under Maintenance
42336,128,2024-12-27,Mission Capable,Under Maintenance
42337,246,2024-10-26,Mission Capable,Fully Operational
42338,265,2024-07-06,Mission Capable,Under Maintenance
42339,126,2024-07-07,Mission Capable,Awaiting Parts
42340,392,2024-05-22,Mission Capable,Under Maintenance
42341,400,2024-06-20,Mission Capable,Fully Operational
42342,454,2024-06-30,Mission Capable,Under Maintenance
42343,249,2024-07-10,Partially Mission Capable,Crew Shortage
42344,176,2024-02-17,Mission Capable,Fully Operational
42345,2,2024-10-19,Partially Mission Capable,Crew Shortage
42346,155,2024-07-16,Mission Capable,Crew Shortage
42347,309,2024-06-19,Mission Capable,Under Maintenance
42348,198,2024-01-11,Mission Capable,Crew Shortage
42349,466,2024-02-09,Mission Capable,Under Maintenance
42350,281,2024-01-24,Non-Mission Capable,Crew Shortage
42351,212,2024-10-27,Non-Mission Capable,Awaiting Parts
42352,383,2024-09-11,Mission Capable,Under Maintenance
42353,114,2024-01-07,Partially Mission Capable,Awaiting Parts
42354,31,2024-02-08,Mission Capable,Under Maintenance
42355,185,2024-05-17,Mission Capable,Awaiting Parts
42356,303,2024-12-23,Mission Capable,Awaiting Parts
42357,112,2024-11-16,Mission Capable,Fully Operational
42358,225,2024-10-12,Non-Mission Capable,Crew Shortage
42359,304,2024-06-02,Mission Capable,Fully Operational
42360,162,2024-12-26,Mission Capable,Fully Operational
42361,49,2024-08-07,Mission Capable,Fully Operational
42362,146,2024-02-29,Partially Mission Capable,Fully Operational
42363,489,2024-01-12,Non-Mission Capable,Under Maintenance
42364,292,2024-08-03,Partially Mission Capable,Under Maintenance
42365,357,2024-08-22,Mission Capable,Awaiting Parts
42366,14,2024-08-09,Mission Capable,Awaiting Parts
42367,373,2024-11-20,Mission Capable,Fully Operational
42368,11,2024-02-12,Partially Mission Capable,Fully Operational
42369,213,2024-05-30,Non-Mission Capable,Awaiting Parts
42370,300,2024-06-25,Non-Mission Capable,Under Maintenance
42371,207,2024-05-27,Mission Capable,Fully Operational
42372,109,2024-08-10,Partially Mission Capable,Fully Operational
42373,315,2024-07-09,Partially Mission Capable,Crew Shortage
42374,338,2024-07-18,Mission Capable,Fully Operational
42375,175,2024-05-15,Non-Mission Capable,Under Maintenance
42376,380,2024-07-24,Mission Capable,Under Maintenance
42377,106,2024-01-15,Partially Mission Capable,Under Maintenance
42378,283,2024-01-06,Mission Capable,Fully Operational
42379,94,2024-05-19,Mission Capable,Awaiting Parts
42380,151,2024-10-14,Mission Capable,Crew Shortage
42381,19,2024-02-10,Non-Mission Capable,Fully Operational
42382,380,2024-11-17,Mission Capable,Fully Operational
42383,106,2024-05-29,Partially Mission Capable,Under Maintenance
42384,88,2024-05-07,Mission Capable,Crew Shortage
42385,183,2024-01-27,Mission Capable,Fully Operational
