Maintenance_ID,Aircraft_ID,Date,Subsystem,Issue_Reported,Resolution,Downtime_Days
49064,216,2024-02-05,Hydraulics,Sensor Fault,Part Repair,17
49065,55,2024-08-05,Landing Gear,Weapon Jam,Software Update,19
49066,285,2024-04-26,Hydraulics,Fuel Leak,Part Repair,19
49067,419,2024-05-11,Landing Gear,Gear Malfunction,Part Repair,15
49068,335,2024-01-20,Engine,Radar Failure,Calibration,15
49069,393,2024-10-20,Fuel System,Sensor Fault,Component Replacement,26
49070,251,2024-02-16,Engine,Radar Failure,Inspection,29
49071,275,2024-10-11,Radar,Hydraulic Leak,System Reset,9
49072,461,2024-07-23,Hydraulics,Oil Leak,Inspection,24
49073,72,2024-08-13,Avionics,Radar Failure,Part Repair,13
49074,415,2024-03-10,Fuel System,Oil Leak,Inspection,5
49075,66,2024-08-18,Weapons,Oil Leak,System Reset,11
49076,493,2024-09-15,Hydraulics,Fuel Leak,Calibration,29
49077,299,2024-03-30,Weapons,Radar Failure,System Reset,19
49078,125,2024-02-18,Avionics,Radar Failure,Part Repair,11
49079,229,2024-08-26,Hydraulics,Sensor Fault,Calibration,7
49080,306,2024-10-09,Radar,Hydraulic Leak,Inspection,2
49081,108,2024-03-13,Radar,Gear Malfunction,Calibration,11
49082,389,2024-08-04,Radar,Oil Leak,System Reset,18
49083,208,2024-07-03,Landing Gear,Fuel Leak,Software Update,12
49084,245,2024-02-02,Hydraulics,Oil Leak,Calibration,25
49085,271,2024-01-21,Landing Gear,Hydraulic Leak,Inspection,16
49086,88,2024-03-06,Avionics,Gear Malfunction,Software Update,1
49087,375,2024-04-18,Hydraulics,Weapon Jam,Inspection,19
49088,486,2024-08-26,Avionics,Fuel Leak,Part Repair,9
49089,162,2024-12-18,Landing Gear,Weapon Jam,Inspection,8
49090,445,2024-11-30,Fuel System,Fuel Leak,Software Update,8
49091,255,2024-02-10,Engine,Radar Failure,Software Update,11
49092,323,2024-11-11,Avionics,Radar Failure,Calibration,15
49093,326,2024-02-23,Landing Gear,Gear Malfunction,Component Replacement,1
49094,189,2024-05-31,Engine,Radar Failure,Part Repair,23
49095,355,2024-09-14,Fuel System,Hydraulic Leak,Inspection,25
49096,345,2024-02-12,Weapons,Oil Leak,Calibration,25
49097,497,2024-03-13,Landing Gear,Hydraulic Leak,Component Replacement,23
49098,232,2024-11-16,Avionics,Oil Leak,System Reset,10
49099,60,2024-10-21,Hydraulics,Hydraulic Leak,Software Update,6
49100,98,2024-12-14,Radar,Oil Leak,Calibration,14
49101,8,2024-01-17,Landing Gear,Sensor Fault,System Reset,3
49102,380,2024-04-12,Landing Gear,Fuel Leak,Part Repair,6
49103,256,2024-09-01,Radar,Sensor Fault,Software Update,18
49104,17,2024-01-05,Fuel System,Fuel Leak,System Reset,14
49105,80,2024-02-21,Avionics,Hydraulic Leak,Component Replacement,23
49106,146,2024-01-30,Hydraulics,Hydraulic Leak,Part Repair,21
49107,438,2024-11-23,Radar,Gear Malfunction,System Reset,20
49108,33,2024-11-06,Avionics,Oil Leak,Software Update,4
49109,203,2024-08-12,Weapons,Oil Leak,Inspection,6
49110,246,2024-08-10,Landing Gear,Radar Failure,System Reset,24
49111,474,2024-06-01,Avionics,Weapon Jam,Software Update,16
49112,476,2024-01-28,Radar,Sensor Fault,System Reset,16
49113,76,2024-02-08,Fuel System,Gear Malfunction,Inspection,11
49114,110,2024-03-29,Landing Gear,Sensor Fault,Part Repair,26
49115,190,2024-08-04,Landing Gear,Hydraulic Leak,Inspection,19
49116,182,2024-12-15,Landing Gear,Radar Failure,Software Update,4
49117,67,2024-12-23,Avionics,Hydraulic Leak,Calibration,28
49118,319,2024-08-07,Fuel System,Radar Failure,Calibration,27
49119,422,2024-01-02,Engine,Weapon Jam,Component Replacement,18
49120,482,2024-12-29,Hydraulics,Gear Malfunction,Inspection,9
49121,213,2024-04-24,Weapons,Hydraulic Leak,Component Replacement,10
49122,72,2024-07-30,Avionics,Sensor Fault,Software Update,28
49123,32,2024-08-02,Landing Gear,Sensor Fault,Calibration,2
49124,405,2024-09-30,Avionics,Sensor Fault,Part Repair,4
49125,457,2024-08-01,Weapons,Hydraulic Leak,Software Update,22
49126,85,2024-11-16,Weapons,Gear Malfunction,Inspection,2
49127,15,2024-09-10,Engine,Fuel Leak,Calibration,8
49128,170,2024-08-02,Engine,Gear Malfunction,Part Repair,22
49129,451,2024-06-19,Avionics,Gear Malfunction,Calibration,18
49130,471,2024-03-28,Weapons,Oil Leak,Component Replacement,24
49131,457,2024-10-14,Radar,Hydraulic Leak,Calibration,7
49132,36,2024-03-16,Radar,Oil Leak,Part Repair,22
49133,39,2024-06-28,Weapons,Radar Failure,Part Repair,27
49134,182,2024-09-12,Avionics,Gear Malfunction,Inspection,13
49135,133,2024-01-17,Fuel System,Oil Leak,Part Repair,6
49136,489,2024-05-28,Landing Gear,Hydraulic Leak,Component Replacement,20
49137,324,2024-06-10,Radar,Fuel Leak,Component Replacement,16
49138,215,2024-01-28,Radar,Hydraulic Leak,Software Update,28
49139,439,2024-11-01,Engine,Oil Leak,System Reset,23
49140,227,2024-04-26,Avionics,Hydraulic Leak,Inspection,7
49141,195,2024-12-16,Fuel System,Oil Leak,Part Repair,25
49142,228,2024-05-15,Engine,Weapon Jam,Software Update,12
49143,147,2024-07-26,Weapons,Oil Leak,Calibration,29
49144,310,2024-07-29,Engine,Fuel Leak,Inspection,25
49145,483,2024-12-10,Hydraulics,Hydraulic Leak,Component Replacement,20
49146,357,2024-09-01,Radar,Radar Failure,Component Replacement,11
49147,81,2024-07-15,Fuel System,Weapon Jam,System Reset,9
49148,172,2024-03-27,Engine,Weapon Jam,Calibration,8
49149,50,2024-12-02,Avionics,Fuel Leak,Inspection,14
49150,90,2024-06-20,Landing Gear,Gear Malfunction,Calibration,28
49151,95,2024-02-02,Engine,Radar Failure,Component Replacement,6
49152,491,2024-09-08,Engine,Sensor Fault,System Reset,12
49153,388,2024-11-22,Weapons,Sensor Fault,Component Replacement,24
49154,151,2024-06-24,Weapons,Fuel Leak,Component Replacement,5
49155,35,2024-09-21,Engine,Weapon Jam,Inspection,2
49156,295,2024-06-13,Landing Gear,Radar Failure,System Reset,20
49157,148,2024-05-13,Avionics,Oil Leak,Component Replacement,13
49158,229,2024-01-30,Weapons,Hydraulic Leak,Software Update,23
49159,126,2024-03-21,Weapons,Sensor Fault,Calibration,17
49160,309,2024-06-20,Avionics,Radar Failure,System Reset,22
49161,325,2024-10-09,Hydraulics,Hydraulic Leak,Inspection,24
49162,458,2024-02-27,Hydraulics,Sensor Fault,Software Update,16
49163,247,2024-04-12,Radar,Weapon Jam,Inspection,24
49164,24,2024-04-28,Landing Gear,Radar Failure,System Reset,26
49165,241,2024-01-24,Avionics,Oil Leak,Part Repair,4
49166,100,2024-11-27,Avionics,Hydraulic Leak,Software Update,19
49167,436,2024-11-12,Landing Gear,Oil Leak,Inspection,20
49168,22,2024-04-11,Fuel System,Radar Failure,Component Replacement,8
49169,58,2024-12-25,Hydraulics,Gear Malfunction,Calibration,2
49170,3,2024-06-27,Radar,Gear Malfunction,Software Update,29
49171,303,2024-09-06,Hydraulics,Oil Leak,Part Repair,27
49172,1,2024-08-14,Fuel System,Weapon Jam,System Reset,10
49173,160,2024-04-29,Fuel System,Oil Leak,System Reset,19
49174,479,2024-02-26,Radar,Weapon Jam,Software Update,12
49175,489,2024-03-08,Radar,Fuel Leak,Part Repair,25
49176,356,2024-05-13,Hydraulics,Oil Leak,System Reset,12
49177,112,2024-10-30,Landing Gear,Fuel Leak,Calibration,29
49178,474,2024-03-30,Engine,Sensor Fault,System Reset,26
49179,160,2024-12-20,Avionics,Hydraulic Leak,Inspection,16
49180,90,2024-08-10,Avionics,Fuel Leak,Software Update,27
49181,312,2024-08-31,Fuel System,Fuel Leak,Calibration,19
49182,168,2024-05-29,Engine,Radar Failure,Calibration,16
49183,117,2024-11-14,Avionics,Oil Leak,Component Replacement,15
49184,424,2024-09-14,Landing Gear,Weapon Jam,Calibration,2
49185,282,2024-06-13,Avionics,Fuel Leak,Software Update,25
49186,241,2024-09-08,Hydraulics,Hydraulic Leak,Software Update,2
49187,126,2024-05-13,Avionics,Hydraulic Leak,Software Update,6
49188,278,2024-12-29,Hydraulics,Fuel Leak,Part Repair,1
49189,133,2024-05-08,Fuel System,Fuel Leak,Calibration,1
49190,22,2024-02-22,Hydraulics,Weapon Jam,Component Replacement,18
49191,361,2024-02-07,Avionics,Hydraulic Leak,Component Replacement,13
49192,281,2024-10-06,Hydraulics,Gear Malfunction,Calibration,9
49193,455,2024-07-07,Engine,Weapon Jam,Software Update,17
49194,165,2024-03-26,Landing Gear,Oil Leak,Inspection,13
49195,480,2024-11-15,Hydraulics,Gear Malfunction,Inspection,17
49196,129,2024-03-07,Engine,Gear Malfunction,System Reset,6
49197,95,2024-12-27,Fuel System,Fuel Leak,Calibration,18
49198,413,2024-04-26,Landing Gear,Sensor Fault,Part Repair,17
49199,233,2024-10-20,Landing Gear,Fuel Leak,Calibration,29
49200,363,2024-09-18,Hydraulics,Gear Malfunction,System Reset,27
49201,364,2024-09-24,Engine,Oil Leak,System Reset,18
49202,432,2024-01-01,Radar,Radar Failure,Software Update,5
49203,454,2024-09-23,Avionics,Weapon Jam,System Reset,11
49204,57,2024-08-27,Avionics,Radar Failure,Software Update,9
49205,318,2024-06-17,Radar,Hydraulic Leak,System Reset,6
49206,412,2024-06-18,Hydraulics,Fuel Leak,Part Repair,26
49207,381,2024-12-17,Landing Gear,Radar Failure,Software Update,5
49208,280,2024-09-20,Engine,Fuel Leak,Calibration,24
49209,293,2024-11-07,Weapons,Oil Leak,Component Replacement,26
49210,120,2024-10-14,Landing Gear,Weapon Jam,Calibration,4
49211,437,2024-04-01,Radar,Oil Leak,Software Update,5
49212,326,2024-12-29,Radar,Sensor Fault,Component Replacement,5
49213,344,2024-09-29,Weapons,Fuel Leak,Inspection,15
49214,459,2024-12-26,Engine,Gear Malfunction,Calibration,17
49215,249,2024-07-16,Hydraulics,Sensor Fault,Inspection,16
49216,169,2024-08-05,Fuel System,Radar Failure,Software Update,3
49217,32,2024-01-14,Fuel System,Fuel Leak,System Reset,4
49218,132,2024-08-15,Avionics,Oil Leak,Part Repair,8
49219,185,2024-07-17,Landing Gear,Hydraulic Leak,System Reset,14
49220,34,2024-10-21,Hydraulics,Oil Leak,Calibration,21
49221,469,2024-12-29,Radar,Hydraulic Leak,Calibration,1
49222,297,2024-07-16,Fuel System,Hydraulic Leak,System Reset,27
49223,223,2024-12-30,Fuel System,Weapon Jam,Part Repair,14
49224,151,2024-12-25,Hydraulics,Sensor Fault,Inspection,25
49225,73,2024-01-24,Fuel System,Gear Malfunction,Calibration,2
49226,61,2024-03-12,Avionics,Fuel Leak,Software Update,9
49227,302,2024-08-20,Radar,Gear Malfunction,System Reset,11
49228,314,2024-11-07,Fuel System,Sensor Fault,Calibration,6
49229,314,2024-02-09,Landing Gear,Radar Failure,Software Update,1
49230,333,2024-08-11,Fuel System,Oil Leak,System Reset,1
49231,301,2024-01-29,Fuel System,Hydraulic Leak,System Reset,19
49232,149,2024-11-04,Radar,Sensor Fault,Inspection,4
49233,341,2024-01-06,Weapons,Gear Malfunction,Software Update,16
49234,193,2024-07-07,Hydraulics,Weapon Jam,Component Replacement,12
49235,82,2024-07-25,Hydraulics,Hydraulic Leak,Software Update,28
49236,337,2024-12-06,Avionics,Fuel Leak,Calibration,29
49237,407,2024-03-09,Landing Gear,Hydraulic Leak,Software Update,9
49238,474,2024-01-25,Weapons,Fuel Leak,Part Repair,20
49239,78,2024-09-25,Engine,Sensor Fault,Calibration,6
49240,211,2024-12-22,Radar,Sensor Fault,Inspection,3
49241,157,2024-05-18,Weapons,Fuel Leak,System Reset,10
49242,92,2024-03-17,Hydraulics,Sensor Fault,Component Replacement,14
49243,112,2024-04-08,Fuel System,Hydraulic Leak,Inspection,19
49244,401,2024-08-17,Landing Gear,Hydraulic Leak,System Reset,5
49245,13,2024-08-21,Fuel System,Gear Malfunction,Part Repair,12
49246,219,2024-12-29,Fuel System,Radar Failure,Inspection,14
49247,370,2024-02-01,Engine,Fuel Leak,Calibration,8
49248,477,2024-01-25,Engine,Oil Leak,System Reset,27
49249,345,2024-01-31,Fuel System,Oil Leak,Component Replacement,22
49250,235,2024-03-26,Radar,Sensor Fault,Software Update,28
49251,7,2024-03-25,Weapons,Fuel Leak,System Reset,24
49252,348,2024-12-10,Hydraulics,Radar Failure,Part Repair,18
49253,140,2024-08-24,Avionics,Weapon Jam,Component Replacement,2
49254,455,2024-10-10,Avionics,Gear Malfunction,Calibration,4
49255,294,2024-12-05,Hydraulics,Oil Leak,System Reset,7
49256,392,2024-10-31,Radar,Weapon Jam,Inspection,3
49257,166,2024-03-03,Landing Gear,Sensor Fault,Software Update,15
49258,21,2024-04-30,Fuel System,Fuel Leak,Component Replacement,2
49259,123,2024-01-25,Weapons,Oil Leak,System Reset,23
49260,395,2024-10-14,Avionics,Fuel Leak,Component Replacement,6
49261,166,2024-07-06,Weapons,Fuel Leak,System Reset,21
49262,285,2024-12-24,Engine,Hydraulic Leak,Component Replacement,29
49263,40,2024-06-01,Avionics,Weapon Jam,System Reset,23
49264,444,2024-08-08,Landing Gear,Radar Failure,System Reset,12
49265,273,2024-05-19,Hydraulics,Oil Leak,Component Replacement,6
49266,259,2024-11-27,Engine,Hydraulic Leak,Inspection,27
49267,326,2024-12-05,Fuel System,Fuel Leak,Software Update,22
49268,400,2024-06-12,Avionics,Oil Leak,Calibration,3
49269,137,2024-06-25,Landing Gear,Radar Failure,Component Replacement,16
49270,365,2024-03-26,Landing Gear,Gear Malfunction,Calibration,22
49271,267,2024-06-13,Weapons,Fuel Leak,Calibration,11
49272,446,2024-04-27,Avionics,Fuel Leak,Software Update,20
49273,326,2024-06-24,Hydraulics,Gear Malfunction,Component Replacement,11
49274,139,2024-04-30,Engine,Gear Malfunction,Inspection,7
49275,236,2024-08-20,Weapons,Gear Malfunction,Inspection,21
49276,248,2024-02-18,Hydraulics,Oil Leak,Inspection,10
49277,170,2024-03-07,Landing Gear,Gear Malfunction,Inspection,15
49278,317,2024-06-18,Engine,Weapon Jam,Component Replacement,5
49279,371,2024-03-09,Avionics,Weapon Jam,Software Update,12
49280,375,2024-10-09,Engine,Sensor Fault,Software Update,4
49281,425,2024-10-25,Avionics,Weapon Jam,Component Replacement,11
49282,159,2024-12-21,Fuel System,Oil Leak,System Reset,23
49283,443,2024-03-15,Avionics,Hydraulic Leak,Part Repair,15
49284,484,2024-11-22,Landing Gear,Fuel Leak,Calibration,7
49285,303,2024-10-26,Engine,Hydraulic Leak,System Reset,5
49286,497,2024-05-06,Hydraulics,Gear Malfunction,Part Repair,20
49287,307,2024-05-04,Landing Gear,Fuel Leak,Component Replacement,4
49288,296,2024-02-14,Fuel System,Sensor Fault,System Reset,1
49289,187,2024-07-19,Landing Gear,Gear Malfunction,Software Update,22
49290,438,2024-09-25,Avionics,Radar Failure,System Reset,15
49291,401,2024-03-02,Fuel System,Sensor Fault,Software Update,25
49292,59,2024-02-13,Landing Gear,Radar Failure,Software Update,20
49293,450,2024-03-20,Engine,Gear Malfunction,Inspection,25
49294,377,2024-02-01,Landing Gear,Hydraulic Leak,Software Update,17
49295,473,2024-12-22,Weapons,Sensor Fault,Part Repair,5
49296,86,2024-10-09,Radar,Oil Leak,Component Replacement,10
49297,433,2024-02-05,Landing Gear,Hydraulic Leak,Software Update,5
49298,58,2024-03-29,Fuel System,Fuel Leak,Inspection,9
49299,242,2024-10-02,Radar,Hydraulic Leak,Component Replacement,1
49300,249,2024-02-09,Weapons,Hydraulic Leak,Part Repair,15
49301,455,2024-05-11,Engine,Sensor Fault,Component Replacement,7
49302,228,2024-02-24,Hydraulics,Sensor Fault,Software Update,2
49303,29,2024-03-01,Avionics,Hydraulic Leak,Calibration,12
49304,408,2024-06-30,Avionics,Oil Leak,Component Replacement,10
49305,494,2024-02-13,Avionics,Radar Failure,Software Update,20
49306,228,2024-01-23,Landing Gear,Fuel Leak,Component Replacement,16
49307,486,2024-12-25,Hydraulics,Radar Failure,Part Repair,26
49308,133,2024-11-24,Weapons,Oil Leak,Component Replacement,19
49309,489,2024-03-18,Landing Gear,Radar Failure,Inspection,25
49310,447,2024-01-31,Landing Gear,Hydraulic Leak,System Reset,22
49311,295,2024-02-02,Radar,Radar Failure,Component Replacement,6
49312,115,2024-11-27,Engine,Fuel Leak,Calibration,24
49313,422,2024-08-15,Avionics,Oil Leak,Component Replacement,20
49314,466,2024-01-02,Landing Gear,Sensor Fault,Part Repair,17
49315,266,2024-04-04,Fuel System,Oil Leak,System Reset,18
49316,178,2024-04-22,Engine,Radar Failure,Part Repair,6
49317,436,2024-10-16,Engine,Oil Leak,System Reset,16
49318,469,2024-05-08,Avionics,Gear Malfunction,Part Repair,7
49319,186,2024-07-08,Landing Gear,Weapon Jam,System Reset,5
49320,231,2024-12-24,Fuel System,Hydraulic Leak,Part Repair,8
49321,431,2024-08-09,Avionics,Radar Failure,Component Replacement,2
49322,58,2024-12-03,Weapons,Hydraulic Leak,Inspection,21
49323,44,2024-06-06,Engine,Fuel Leak,System Reset,23
49324,400,2024-06-28,Weapons,Gear Malfunction,Inspection,25
49325,190,2024-01-09,Hydraulics,Fuel Leak,Calibration,14
49326,217,2024-05-19,Engine,Fuel Leak,Calibration,21
49327,171,2024-10-19,Fuel System,Fuel Leak,Software Update,24
49328,84,2024-10-14,Avionics,Hydraulic Leak,Component Replacement,6
49329,439,2024-07-11,Weapons,Radar Failure,Inspection,12
49330,210,2024-06-27,Weapons,Radar Failure,Software Update,7
49331,258,2024-01-28,Radar,Weapon Jam,Part Repair,17
49332,495,2024-09-29,Engine,Weapon Jam,Part Repair,14
49333,266,2024-05-17,Hydraulics,Hydraulic Leak,System Reset,7
49334,135,2024-08-27,Engine,Hydraulic Leak,Software Update,15
49335,442,2024-01-05,Avionics,Oil Leak,Component Replacement,13
49336,27,2024-12-03,Hydraulics,Weapon Jam,Calibration,22
49337,386,2024-05-03,Weapons,Fuel Leak,Part Repair,18
49338,148,2024-06-29,Hydraulics,Gear Malfunction,Part Repair,8
49339,364,2024-08-28,Weapons,Fuel Leak,Component Replacement,24
49340,208,2024-12-15,Engine,Weapon Jam,System Reset,24
49341,45,2024-03-08,Fuel System,Sensor Fault,Software Update,6
49342,204,2024-05-01,Avionics,Hydraulic Leak,System Reset,20
49343,159,2024-07-15,Radar,Oil Leak,Software Update,17
49344,431,2024-08-26,Hydraulics,Hydraulic Leak,Part Repair,24
49345,403,2024-11-14,Fuel System,Sensor Fault,System Reset,25
49346,38,2024-04-05,Engine,Fuel Leak,Component Replacement,6
49347,282,2024-02-22,Fuel System,Oil Leak,Component Replacement,5
49348,484,2024-10-21,Landing Gear,Oil Leak,Inspection,6
49349,115,2024-08-10,Hydraulics,Gear Malfunction,Inspection,16
49350,203,2024-07-05,Hydraulics,Sensor Fault,System Reset,5
49351,360,2024-12-22,Fuel System,Gear Malfunction,Calibration,21
49352,411,2024-11-11,Radar,Gear Malfunction,Part Repair,3
49353,152,2024-09-04,Fuel System,Radar Failure,System Reset,25
49354,128,2024-03-10,Hydraulics,Gear Malfunction,Part Repair,26
49355,132,2024-08-23,Weapons,Weapon Jam,Calibration,29
49356,187,2024-03-27,Weapons,Radar Failure,System Reset,9
49357,371,2024-08-27,Engine,Sensor Fault,System Reset,22
49358,223,2024-02-11,Engine,Weapon Jam,Part Repair,10
49359,109,2024-08-28,Hydraulics,Gear Malfunction,Calibration,12
49360,362,2024-12-13,Radar,Hydraulic Leak,Component Replacement,29
49361,239,2024-10-30,Hydraulics,Radar Failure,Software Update,4
49362,364,2024-12-04,Engine,Fuel Leak,Part Repair,22
49363,40,2024-11-11,Hydraulics,Weapon Jam,System Reset,4
49364,465,2024-11-19,Engine,Radar Failure,Component Replacement,21
49365,178,2024-04-16,Radar,Sensor Fault,Part Repair,21
49366,152,2024-05-31,Fuel System,Hydraulic Leak,Inspection,15
49367,215,2024-03-24,Weapons,Gear Malfunction,System Reset,1
49368,162,2024-03-08,Radar,Sensor Fault,System Reset,5
49369,399,2024-04-21,Weapons,Radar Failure,Part Repair,5
49370,167,2024-05-08,Weapons,Gear Malfunction,Inspection,23
49371,405,2024-10-29,Hydraulics,Oil Leak,Inspection,14
49372,72,2024-05-31,Hydraulics,Gear Malfunction,System Reset,27
49373,475,2024-10-05,Radar,Radar Failure,Software Update,13
49374,241,2024-12-12,Engine,Hydraulic Leak,Software Update,7
49375,24,2024-05-08,Fuel System,Oil Leak,Component Replacement,13
49376,375,2024-02-08,Hydraulics,Oil Leak,Calibration,28
49377,454,2024-03-13,Weapons,Sensor Fault,Part Repair,17
49378,326,2024-04-30,Engine,Radar Failure,System Reset,3
49379,300,2024-05-09,Hydraulics,Sensor Fault,Software Update,29
49380,464,2024-09-25,Fuel System,Weapon Jam,Inspection,26
49381,351,2024-01-17,Weapons,Gear Malfunction,Component Replacement,13
49382,63,2024-11-20,Hydraulics,Gear Malfunction,Software Update,21
49383,477,2024-08-02,Engine,Radar Failure,System Reset,28
49384,24,2024-07-27,Avionics,Sensor Fault,Part Repair,23
49385,228,2024-01-01,Weapons,Radar Failure,Inspection,12
49386,404,2024-07-04,Engine,Gear Malfunction,System Reset,16
49387,230,2024-05-07,Hydraulics,Weapon Jam,Component Replacement,12
49388,82,2024-07-10,Radar,Weapon Jam,Part Repair,17
49389,63,2024-05-04,Hydraulics,Hydraulic Leak,Component Replacement,23
49390,198,2024-07-07,Radar,Gear Malfunction,Calibration,23
49391,461,2024-05-25,Engine,Oil Leak,Inspection,13
49392,23,2024-12-17,Engine,Fuel Leak,Component Replacement,23
49393,300,2024-05-17,Engine,Sensor Fault,Part Repair,17
49394,176,2024-04-29,Radar,Hydraulic Leak,Software Update,7
49395,442,2024-03-07,Fuel System,Hydraulic Leak,Software Update,7
49396,186,2024-03-05,Weapons,Sensor Fault,Component Replacement,29
49397,46,2024-03-12,Weapons,Fuel Leak,Part Repair,23
49398,418,2024-08-30,Radar,Gear Malfunction,Calibration,24
49399,198,2024-01-15,Hydraulics,Gear Malfunction,System Reset,2
49400,57,2024-02-06,Hydraulics,Gear Malfunction,Part Repair,6
49401,21,2024-01-21,Fuel System,Radar Failure,Inspection,10
49402,135,2024-12-21,Hydraulics,Sensor Fault,Part Repair,19
49403,27,2024-07-03,Landing Gear,Radar Failure,Calibration,24
49404,157,2024-10-14,Hydraulics,Sensor Fault,System Reset,29
49405,27,2024-11-24,Engine,Hydraulic Leak,Inspection,20
49406,500,2024-03-06,Engine,Hydraulic Leak,Inspection,2
49407,235,2024-04-14,Avionics,Gear Malfunction,System Reset,20
49408,452,2024-02-28,Weapons,Fuel Leak,Calibration,18
49409,357,2024-07-25,Engine,Gear Malfunction,Component Replacement,5
49410,119,2024-09-26,Weapons,Weapon Jam,Part Repair,17
49411,282,2024-10-12,Weapons,Gear Malfunction,Component Replacement,8
49412,238,2024-02-07,Radar,Weapon Jam,Software Update,15
49413,75,2024-04-08,Avionics,Hydraulic Leak,Part Repair,10
49414,435,2024-12-13,Weapons,Radar Failure,Software Update,21
49415,351,2024-10-19,Engine,Weapon Jam,Software Update,24
49416,212,2024-09-03,Engine,Hydraulic Leak,Part Repair,17
49417,444,2024-08-13,Weapons,Hydraulic Leak,Calibration,15
49418,219,2024-10-15,Hydraulics,Hydraulic Leak,Part Repair,21
49419,441,2024-03-18,Radar,Sensor Fault,Inspection,29
49420,430,2024-06-07,Fuel System,Hydraulic Leak,Software Update,8
49421,292,2024-11-03,Engine,Sensor Fault,Inspection,11
49422,453,2024-11-28,Avionics,Sensor Fault,Part Repair,3
49423,297,2024-02-14,Engine,Fuel Leak,Component Replacement,24
49424,199,2024-08-11,Fuel System,Oil Leak,Calibration,18
49425,207,2024-03-07,Fuel System,Sensor Fault,Part Repair,28
49426,461,2024-05-16,Engine,Oil Leak,System Reset,25
49427,280,2024-04-28,Engine,Radar Failure,Software Update,6
49428,325,2024-02-16,Hydraulics,Hydraulic Leak,Calibration,23
49429,292,2024-09-16,Radar,Gear Malfunction,System Reset,2
49430,75,2024-08-03,Weapons,Fuel Leak,Component Replacement,17
49431,370,2024-11-20,Fuel System,Oil Leak,Software Update,8
49432,314,2024-02-17,Fuel System,Gear Malfunction,System Reset,2
49433,212,2024-01-21,Fuel System,Weapon Jam,Part Repair,27
49434,153,2024-07-13,Fuel System,Weapon Jam,Component Replacement,21
49435,277,2024-11-25,Engine,Sensor Fault,Part Repair,26
49436,423,2024-10-19,Fuel System,Hydraulic Leak,System Reset,11
49437,238,2024-10-18,Avionics,Sensor Fault,Component Replacement,20
49438,134,2024-07-31,Weapons,Weapon Jam,Part Repair,18
49439,328,2024-05-30,Engine,Fuel Leak,Component Replacement,4
49440,251,2024-07-25,Weapons,Hydraulic Leak,Part Repair,7
49441,166,2024-10-09,Engine,Oil Leak,Calibration,28
49442,53,2024-03-21,Radar,Oil Leak,Calibration,13
49443,280,2024-09-10,Radar,Gear Malfunction,System Reset,3
49444,376,2024-01-20,Radar,Weapon Jam,Software Update,29
49445,198,2024-12-11,Hydraulics,Sensor Fault,System Reset,22
49446,471,2024-09-23,Avionics,Hydraulic Leak,Inspection,4
49447,76,2024-01-30,Avionics,Hydraulic Leak,Inspection,19
49448,358,2024-12-21,Engine,Hydraulic Leak,Software Update,24
49449,441,2024-08-22,Engine,Hydraulic Leak,Part Repair,22
49450,111,2024-09-27,Landing Gear,Fuel Leak,Inspection,26
49451,42,2024-01-20,Engine,Radar Failure,Inspection,21
49452,406,2024-03-28,Engine,Gear Malfunction,System Reset,19
49453,266,2024-01-05,Landing Gear,Radar Failure,Calibration,22
49454,252,2024-01-07,Weapons,Sensor Fault,Software Update,27
49455,435,2024-04-29,Landing Gear,Radar Failure,Calibration,11
49456,455,2024-02-05,Engine,Radar Failure,Software Update,25
49457,351,2024-04-22,Radar,Hydraulic Leak,Part Repair,23
49458,467,2024-01-31,Weapons,Sensor Fault,Part Repair,13
49459,308,2024-09-11,Avionics,Gear Malfunction,Inspection,12
49460,158,2024-03-24,Radar,Oil Leak,System Reset,26
49461,346,2024-05-01,Landing Gear,Radar Failure,Inspection,3
49462,450,2024-08-31,Fuel System,Radar Failure,Calibration,7
49463,192,2024-03-14,Avionics,Hydraulic Leak,Calibration,15
49464,16,2024-11-15,Engine,Gear Malfunction,Inspection,4
49465,354,2024-11-18,Radar,Weapon Jam,Calibration,11
49466,27,2024-02-23,Fuel System,Sensor Fault,Software Update,10
49467,131,2024-04-12,Engine,Sensor Fault,Part Repair,22
49468,88,2024-03-28,Engine,Weapon Jam,Inspection,18
49469,78,2024-12-30,Radar,Radar Failure,Part Repair,23
49470,333,2024-03-13,Radar,Hydraulic Leak,Inspection,23
49471,20,2024-10-01,Hydraulics,Radar Failure,Calibration,10
49472,30,2024-02-20,Weapons,Fuel Leak,Component Replacement,10
49473,450,2024-01-16,Engine,Weapon Jam,Part Repair,5
49474,459,2024-01-27,Landing Gear,Radar Failure,Calibration,2
49475,41,2024-11-15,Radar,Fuel Leak,System Reset,19
49476,48,2024-07-28,Radar,Sensor Fault,Inspection,22
49477,300,2024-01-31,Radar,Gear Malfunction,Component Replacement,26
49478,259,2024-03-17,Radar,Fuel Leak,Calibration,25
49479,394,2024-02-18,Hydraulics,Hydraulic Leak,Calibration,20
49480,42,2024-04-28,Landing Gear,Gear Malfunction,Software Update,11
49481,438,2024-04-25,Radar,Sensor Fault,Software Update,14
49482,497,2024-07-20,Landing Gear,Weapon Jam,Part Repair,9
49483,348,2024-12-04,Radar,Hydraulic Leak,Calibration,18
49484,37,2024-02-25,Radar,Hydraulic Leak,Calibration,5
